task_name|frame_range|split
uniandes_basketball_004_50|877-925|train
uniandes_basketball_004_50|1000-1048|train
uniandes_basketball_004_50|2000-2048|train
uniandes_basketball_004_50|2451-2499|train
uniandes_basketball_004_56|877-925|train
uniandes_basketball_004_57|877-925|train
uniandes_basketball_004_57|1000-1048|train
uniandes_basketball_004_58|877-925|train
uniandes_basketball_004_58|1000-1048|train
uniandes_basketball_004_58|2000-2048|train
uniandes_basketball_004_60|877-925|train
uniandes_basketball_004_61|877-925|train
uniandes_basketball_004_61|1000-1048|train
uniandes_basketball_004_62|877-925|train
uniandes_basketball_004_62|1000-1048|val
uniandes_basketball_004_62|2000-2048|train
uniandes_basketball_004_7|877-925|train
uniandes_basketball_004_7|1000-1048|train
uniandes_basketball_004_7|2000-2048|train
uniandes_basketball_004_8|877-925|train
uniandes_basketball_004_8|1000-1048|train
uniandes_basketball_004_8|2000-2048|train
uniandes_basketball_005_11|877-925|train
uniandes_basketball_005_11|1000-1048|train
uniandes_basketball_005_11|2000-2048|train
uniandes_basketball_005_12|877-925|train
uniandes_basketball_005_12|1000-1048|train
uniandes_basketball_005_12|2000-2048|train
uniandes_basketball_005_18|877-925|train
uniandes_basketball_005_19|877-925|train
uniandes_basketball_005_19|1000-1048|val
uniandes_basketball_005_19|2000-2048|train
uniandes_basketball_005_19|2451-2499|val
uniandes_basketball_005_20|877-925|train
uniandes_basketball_005_20|1000-1048|train
uniandes_basketball_005_20|2000-2048|train
uniandes_basketball_005_3|877-925|train
uniandes_basketball_005_3|1000-1048|train
uniandes_basketball_005_3|2000-2048|train
uniandes_basketball_005_4|877-925|train
uniandes_basketball_005_4|1000-1048|train
uniandes_basketball_005_4|2000-2048|train
uniandes_basketball_005_4|2451-2499|train
uniandes_basketball_005_6|877-925|train
uniandes_basketball_005_6|1000-1048|train
uniandes_basketball_005_7|877-925|val
uniandes_basketball_005_7|1000-1048|train
uniandes_basketball_005_7|2000-2048|train
uniandes_basketball_005_8|877-925|train
uniandes_basketball_005_8|1000-1048|train
uniandes_basketball_005_8|2000-2048|train
uniandes_basketball_005_8|2451-2499|train
uniandes_bouldering_012_11|877-925|train
uniandes_bouldering_012_11|1000-1048|train
uniandes_bouldering_012_13|877-925|train
uniandes_bouldering_012_13|1000-1048|train
uniandes_bouldering_012_23|877-925|train
uniandes_bouldering_012_23|1000-1048|train
uniandes_bouldering_012_25|877-925|train
uniandes_bouldering_012_25|1000-1048|train
uniandes_bouldering_012_27|877-925|train
uniandes_bouldering_012_27|1000-1048|train
uniandes_bouldering_012_28|877-925|train
uniandes_bouldering_012_28|1000-1048|train
uniandes_bouldering_012_37|877-925|train
uniandes_bouldering_012_37|1000-1048|train
uniandes_bouldering_012_39|877-925|train
uniandes_bouldering_012_39|1000-1048|val
uniandes_bouldering_012_39|2000-2048|train
uniandes_bouldering_012_41|877-925|train
uniandes_bouldering_012_41|1000-1048|train
uniandes_bouldering_012_42|877-925|train
uniandes_bouldering_012_42|1000-1048|train
uniandes_bouldering_012_43|877-925|train
uniandes_bouldering_012_43|1000-1048|train
uniandes_bouldering_012_6|877-925|train
uniandes_bouldering_012_6|1000-1048|train
uniandes_bouldering_012_8|877-925|train
uniandes_bouldering_012_8|1000-1048|train
uniandes_bouldering_012_8|2000-2048|train
uniandes_bouldering_012_8|2451-2499|train
uniandes_bouldering_012_9|877-925|train
uniandes_bouldering_012_9|1000-1048|val
uniandes_bouldering_019_11|877-925|train
uniandes_bouldering_019_11|1000-1048|train
uniandes_bouldering_019_12|877-925|val
uniandes_bouldering_019_12|1000-1048|train
uniandes_cooking_001_10|877-925|train
uniandes_cooking_001_10|1000-1048|train
uniandes_cooking_001_10|2000-2048|train
uniandes_cooking_001_10|2451-2499|train
uniandes_cooking_001_12|877-925|train
uniandes_cooking_001_12|1000-1048|train
uniandes_cooking_001_12|2000-2048|train
uniandes_cooking_001_12|2451-2499|train
uniandes_cooking_002_10|877-925|train
uniandes_cooking_002_10|1000-1048|train
uniandes_cooking_002_10|2000-2048|train
uniandes_cooking_002_10|2451-2499|train
uniandes_cooking_002_12|877-925|train
uniandes_cooking_002_12|1000-1048|train
uniandes_cooking_002_12|2000-2048|train
uniandes_cooking_002_12|2451-2499|train
uniandes_cooking_002_6|877-925|train
uniandes_cooking_002_6|1000-1048|train
uniandes_cooking_002_6|2000-2048|train
uniandes_cooking_002_6|2451-2499|val
uniandes_cooking_002_8|877-925|train
uniandes_cooking_002_8|1000-1048|train
uniandes_cooking_002_8|2000-2048|train
uniandes_cooking_002_8|2451-2499|val
uniandes_cooking_003_13|877-925|train
uniandes_cooking_003_13|1000-1048|train
uniandes_cooking_003_13|2000-2048|train
uniandes_cooking_003_13|2451-2499|train
uniandes_cooking_003_6|877-925|train
uniandes_cooking_003_6|1000-1048|val
uniandes_cooking_003_6|2000-2048|val
uniandes_cooking_003_6|2451-2499|train
uniandes_cooking_003_8|877-925|train
uniandes_cooking_003_8|1000-1048|train
uniandes_cooking_003_8|2000-2048|train
uniandes_cooking_003_8|2451-2499|train
uniandes_cooking_005_2|877-925|train
uniandes_cooking_005_2|1000-1048|train
uniandes_cooking_005_2|2000-2048|val
uniandes_cooking_005_2|2451-2499|train
uniandes_cooking_005_4|877-925|train
uniandes_cooking_005_4|1000-1048|train
uniandes_cooking_005_4|2000-2048|train
uniandes_cooking_005_4|2451-2499|val
uniandes_cooking_005_6|877-925|train
uniandes_cooking_005_6|1000-1048|train
uniandes_cooking_005_6|2000-2048|train
uniandes_cooking_005_6|2451-2499|train
uniandes_cooking_005_8|877-925|train
uniandes_cooking_005_8|1000-1048|train
uniandes_cooking_005_8|2000-2048|train
uniandes_cooking_005_8|2451-2499|train
uniandes_cooking_006_10|877-925|val
uniandes_cooking_006_10|1000-1048|val
uniandes_cooking_006_10|2000-2048|train
uniandes_cooking_006_10|2451-2499|train
uniandes_cooking_006_2|877-925|val
uniandes_cooking_006_2|1000-1048|train
uniandes_cooking_006_2|2000-2048|train
uniandes_cooking_006_2|2451-2499|train
uniandes_cooking_006_4|877-925|train
uniandes_cooking_006_4|1000-1048|train
uniandes_cooking_006_4|2000-2048|train
uniandes_cooking_006_4|2451-2499|train
uniandes_cooking_007_2|877-925|train
uniandes_cooking_007_2|1000-1048|train
uniandes_cooking_007_2|2000-2048|train
uniandes_cooking_007_2|2451-2499|train
uniandes_cooking_007_4|877-925|val
uniandes_cooking_007_4|1000-1048|train
uniandes_cooking_007_4|2000-2048|train
uniandes_cooking_007_4|2451-2499|train
uniandes_cooking_007_6|877-925|train
uniandes_cooking_007_6|1000-1048|train
uniandes_cooking_007_6|2000-2048|train
uniandes_cooking_007_6|2451-2499|train
uniandes_cooking_008_10|877-925|train
uniandes_cooking_008_10|1000-1048|train
uniandes_cooking_008_10|2000-2048|train
uniandes_cooking_008_10|2451-2499|train
uniandes_cooking_008_4|877-925|train
uniandes_cooking_008_4|1000-1048|train
uniandes_cooking_008_4|2000-2048|train
uniandes_cooking_008_4|2451-2499|train
uniandes_cooking_008_6|877-925|train
uniandes_cooking_008_6|1000-1048|train
uniandes_cooking_008_6|2000-2048|train
uniandes_cooking_008_6|2451-2499|train
uniandes_cooking_008_8|877-925|train
uniandes_cooking_008_8|1000-1048|train
uniandes_cooking_008_8|2000-2048|train
uniandes_cooking_008_8|2451-2499|train
uniandes_cooking_009_2|877-925|train
uniandes_cooking_009_2|1000-1048|train
uniandes_cooking_009_2|2000-2048|train
uniandes_cooking_009_2|2451-2499|train
uniandes_cooking_009_4|877-925|train
uniandes_cooking_009_4|1000-1048|train
uniandes_cooking_009_4|2000-2048|train
uniandes_cooking_009_4|2451-2499|train
uniandes_cooking_009_6|877-925|train
uniandes_cooking_009_6|1000-1048|train
uniandes_cooking_009_6|2000-2048|train
uniandes_cooking_009_6|2451-2499|train
uniandes_dance_002_13|877-925|val
uniandes_dance_002_13|1000-1048|train
uniandes_dance_002_14|877-925|train
uniandes_dance_002_14|1000-1048|train
uniandes_dance_002_15|877-925|train
uniandes_dance_002_15|1000-1048|train
uniandes_dance_002_16|877-925|train
uniandes_dance_002_16|1000-1048|train
uniandes_dance_002_17|877-925|train
uniandes_dance_002_17|1000-1048|train
uniandes_dance_002_19|877-925|train
uniandes_dance_002_19|1000-1048|train
uniandes_dance_002_20|877-925|train
uniandes_dance_002_20|1000-1048|train
uniandes_dance_002_21|877-925|train
uniandes_dance_002_21|1000-1048|train
uniandes_dance_002_21|2000-2048|train
uniandes_dance_002_24|877-925|train
uniandes_dance_002_24|1000-1048|train
uniandes_dance_002_25|877-925|train
uniandes_dance_002_25|1000-1048|train
uniandes_dance_002_25|2000-2048|train
uniandes_dance_008_10|877-925|train
uniandes_dance_008_10|1000-1048|train
uniandes_dance_008_11|877-925|train
uniandes_dance_008_11|1000-1048|train
uniandes_dance_008_12|877-925|train
uniandes_dance_008_12|1000-1048|train
uniandes_dance_008_13|877-925|train
uniandes_dance_008_13|1000-1048|train
uniandes_dance_008_15|877-925|train
uniandes_dance_008_15|1000-1048|train
uniandes_dance_008_17|877-925|train
uniandes_dance_008_17|1000-1048|train
uniandes_dance_008_19|877-925|train
uniandes_dance_008_19|1000-1048|train
uniandes_dance_008_21|877-925|train
uniandes_dance_008_21|1000-1048|train
uniandes_dance_008_22|877-925|train
uniandes_dance_008_22|1000-1048|train
uniandes_dance_008_23|877-925|train
uniandes_dance_008_23|1000-1048|train
uniandes_dance_008_24|877-925|train
uniandes_dance_008_24|1000-1048|val
uniandes_dance_008_25|877-925|val
uniandes_dance_008_25|1000-1048|train
uniandes_dance_008_26|877-925|train
uniandes_dance_008_26|1000-1048|train
uniandes_dance_008_27|877-925|train
uniandes_dance_008_27|1000-1048|train
uniandes_dance_008_4|877-925|train
uniandes_dance_008_4|1000-1048|train
uniandes_dance_008_41|877-925|train
uniandes_dance_008_41|1000-1048|train
uniandes_dance_008_43|877-925|train
uniandes_dance_008_43|1000-1048|train
uniandes_dance_008_44|877-925|train
uniandes_dance_008_44|1000-1048|train
uniandes_dance_008_45|877-925|train
uniandes_dance_008_45|1000-1048|train
uniandes_dance_008_46|877-925|train
uniandes_dance_008_46|1000-1048|train
uniandes_dance_008_47|877-925|train
uniandes_dance_008_47|1000-1048|train
uniandes_dance_008_48|877-925|train
uniandes_dance_008_48|1000-1048|train
uniandes_dance_008_49|877-925|train
uniandes_dance_008_49|1000-1048|train
uniandes_dance_008_50|877-925|val
uniandes_dance_008_50|1000-1048|train
uniandes_dance_008_51|877-925|val
uniandes_dance_008_51|1000-1048|train
uniandes_dance_008_6|877-925|val
uniandes_dance_008_6|1000-1048|train
uniandes_dance_008_7|877-925|train
uniandes_dance_008_7|1000-1048|train
uniandes_dance_008_8|877-925|train
uniandes_dance_008_8|1000-1048|train
uniandes_dance_008_9|877-925|train
uniandes_dance_008_9|1000-1048|train
uniandes_dance_011_16|877-925|train
uniandes_dance_011_16|1000-1048|train
uniandes_dance_011_17|877-925|train
uniandes_dance_011_17|1000-1048|train
uniandes_dance_011_18|877-925|train
uniandes_dance_011_18|1000-1048|train
uniandes_dance_011_19|877-925|train
uniandes_dance_011_19|1000-1048|val
uniandes_dance_011_20|877-925|train
uniandes_dance_011_20|1000-1048|train
uniandes_dance_011_21|877-925|train
uniandes_dance_011_21|1000-1048|train
uniandes_dance_011_22|877-925|train
uniandes_dance_011_22|1000-1048|train
uniandes_dance_011_23|877-925|train
uniandes_dance_011_23|1000-1048|train
uniandes_dance_011_24|877-925|train
uniandes_dance_011_24|1000-1048|train
uniandes_dance_011_25|877-925|train
uniandes_dance_011_25|1000-1048|train
uniandes_dance_011_27|877-925|train
uniandes_dance_011_27|1000-1048|train
uniandes_dance_011_28|877-925|train
uniandes_dance_011_28|1000-1048|train
uniandes_dance_011_29|877-925|train
uniandes_dance_011_29|1000-1048|train
uniandes_dance_011_30|877-925|train
uniandes_dance_011_30|1000-1048|train
uniandes_dance_011_31|877-925|train
uniandes_dance_011_31|1000-1048|train
uniandes_dance_011_32|877-925|train
uniandes_dance_011_32|1000-1048|val
uniandes_dance_011_33|877-925|train
uniandes_dance_011_33|1000-1048|train
uniandes_dance_011_34|877-925|train
uniandes_dance_011_34|1000-1048|train
uniandes_dance_011_35|877-925|train
uniandes_dance_011_35|1000-1048|train
uniandes_dance_011_36|877-925|train
uniandes_dance_011_36|1000-1048|train
uniandes_dance_011_9|877-925|train
uniandes_dance_011_9|1000-1048|train
uniandes_dance_012_10|877-925|train
uniandes_dance_012_10|1000-1048|train
uniandes_dance_012_12|877-925|train
uniandes_dance_012_12|1000-1048|train
uniandes_dance_012_14|877-925|train
uniandes_dance_012_14|1000-1048|val
uniandes_dance_012_15|877-925|train
uniandes_dance_012_15|1000-1048|train
uniandes_dance_012_16|877-925|val
uniandes_dance_012_16|1000-1048|train
uniandes_dance_012_17|877-925|train
uniandes_dance_012_17|1000-1048|train
uniandes_dance_012_19|877-925|train
uniandes_dance_012_19|1000-1048|train
uniandes_dance_012_2|877-925|train
uniandes_dance_012_2|1000-1048|train
uniandes_dance_012_20|877-925|train
uniandes_dance_012_20|1000-1048|val
uniandes_dance_012_22|877-925|train
uniandes_dance_012_22|1000-1048|train
uniandes_dance_012_23|877-925|train
uniandes_dance_012_23|1000-1048|train
uniandes_dance_012_24|877-925|train
uniandes_dance_012_24|1000-1048|train
uniandes_dance_012_25|877-925|train
uniandes_dance_012_25|1000-1048|train
uniandes_dance_012_27|877-925|train
uniandes_dance_012_27|1000-1048|train
uniandes_dance_012_28|877-925|train
uniandes_dance_012_28|1000-1048|val
uniandes_dance_012_29|877-925|train
uniandes_dance_012_29|1000-1048|train
uniandes_dance_012_3|877-925|train
uniandes_dance_012_3|1000-1048|train
uniandes_dance_012_30|877-925|train
uniandes_dance_012_30|1000-1048|train
uniandes_dance_012_31|877-925|train
uniandes_dance_012_31|1000-1048|train
uniandes_dance_012_33|877-925|train
uniandes_dance_012_33|1000-1048|val
uniandes_dance_012_34|877-925|val
uniandes_dance_012_34|1000-1048|train
uniandes_dance_012_35|877-925|train
uniandes_dance_012_35|1000-1048|train
uniandes_dance_012_36|877-925|train
uniandes_dance_012_36|1000-1048|train
uniandes_dance_012_37|877-925|val
uniandes_dance_012_37|1000-1048|train
uniandes_dance_012_39|877-925|train
uniandes_dance_012_39|1000-1048|train
uniandes_dance_012_4|877-925|train
uniandes_dance_012_4|1000-1048|val
uniandes_dance_012_5|877-925|train
uniandes_dance_012_5|1000-1048|train
uniandes_dance_012_6|877-925|train
uniandes_dance_012_6|1000-1048|train
uniandes_dance_012_7|877-925|train
uniandes_dance_012_7|1000-1048|train
uniandes_dance_012_7|2000-2048|train
uniandes_dance_012_8|877-925|train
uniandes_dance_012_8|1000-1048|train
uniandes_dance_012_9|877-925|train
uniandes_dance_012_9|1000-1048|train
uniandes_dance_013_10|877-925|train
uniandes_dance_013_10|1000-1048|train
uniandes_dance_013_11|877-925|train
uniandes_dance_013_11|1000-1048|train
uniandes_dance_013_13|877-925|train
uniandes_dance_013_13|1000-1048|train
uniandes_dance_013_13|2000-2048|train
uniandes_dance_013_14|877-925|val
uniandes_dance_013_14|1000-1048|train
uniandes_dance_013_15|877-925|train
uniandes_dance_013_15|1000-1048|train
uniandes_dance_013_16|877-925|train
uniandes_dance_013_16|1000-1048|train
uniandes_dance_013_17|877-925|train
uniandes_dance_013_17|1000-1048|train
uniandes_dance_013_18|877-925|train
uniandes_dance_013_18|1000-1048|train
uniandes_dance_013_18|2000-2048|train
uniandes_dance_013_18|2451-2499|val
uniandes_dance_013_19|877-925|train
uniandes_dance_013_19|1000-1048|train
uniandes_dance_013_2|877-925|train
uniandes_dance_013_2|1000-1048|train
uniandes_dance_013_20|877-925|val
uniandes_dance_013_20|1000-1048|train
uniandes_dance_013_21|877-925|val
uniandes_dance_013_21|1000-1048|train
uniandes_dance_013_22|877-925|train
uniandes_dance_013_22|1000-1048|train
uniandes_dance_013_3|877-925|train
uniandes_dance_013_3|1000-1048|train
uniandes_dance_013_4|877-925|train
uniandes_dance_013_4|1000-1048|val
uniandes_dance_013_5|877-925|train
uniandes_dance_013_5|1000-1048|train
uniandes_dance_013_6|877-925|train
uniandes_dance_013_6|1000-1048|train
uniandes_dance_013_7|877-925|train
uniandes_dance_013_7|1000-1048|val
uniandes_dance_013_7|2000-2048|train
uniandes_dance_013_8|877-925|val
uniandes_dance_013_8|1000-1048|train
uniandes_dance_013_9|877-925|train
uniandes_dance_013_9|1000-1048|val
uniandes_dance_015_13|1000-1048|val
uniandes_dance_015_14|1000-1048|train
uniandes_dance_015_15|1000-1048|val
uniandes_dance_015_16|1000-1048|train
uniandes_dance_015_17|1000-1048|train
uniandes_dance_015_18|1000-1048|train
uniandes_dance_015_19|1000-1048|train
uniandes_dance_015_20|1000-1048|train
uniandes_dance_015_21|1000-1048|val
uniandes_dance_015_22|1000-1048|train
uniandes_dance_016_16|877-925|train
uniandes_dance_016_16|1000-1048|train
uniandes_dance_016_17|877-925|train
uniandes_dance_016_17|1000-1048|train
uniandes_dance_016_17|2000-2048|train
uniandes_dance_016_18|877-925|train
uniandes_dance_016_18|1000-1048|train
uniandes_dance_016_18|2000-2048|train
uniandes_dance_016_19|877-925|val
uniandes_dance_016_19|1000-1048|train
uniandes_dance_016_19|2000-2048|train
uniandes_dance_016_21|877-925|train
uniandes_dance_016_21|1000-1048|train
uniandes_dance_016_23|877-925|train
uniandes_dance_016_23|1000-1048|train
uniandes_dance_016_24|877-925|val
uniandes_dance_016_24|1000-1048|train
uniandes_dance_016_25|877-925|train
uniandes_dance_016_25|1000-1048|train
uniandes_dance_016_27|877-925|train
uniandes_dance_016_27|1000-1048|train
uniandes_dance_016_28|877-925|val
uniandes_dance_016_28|1000-1048|train
uniandes_dance_016_28|2000-2048|train
uniandes_dance_017_10|877-925|train
uniandes_dance_017_10|1000-1048|train
uniandes_dance_017_12|877-925|train
uniandes_dance_017_12|1000-1048|train
uniandes_dance_017_13|877-925|train
uniandes_dance_017_13|1000-1048|train
uniandes_dance_017_13|2000-2048|train
uniandes_dance_017_13|2451-2499|train
uniandes_dance_017_14|877-925|train
uniandes_dance_017_14|1000-1048|train
uniandes_dance_017_14|2000-2048|val
uniandes_dance_017_16|877-925|train
uniandes_dance_017_16|1000-1048|train
uniandes_dance_017_17|877-925|train
uniandes_dance_017_17|1000-1048|train
uniandes_dance_017_18|877-925|train
uniandes_dance_017_18|1000-1048|train
uniandes_dance_017_31|877-925|train
uniandes_dance_017_31|1000-1048|val
uniandes_dance_017_32|877-925|val
uniandes_dance_017_32|1000-1048|train
uniandes_dance_017_35|877-925|train
uniandes_dance_017_35|1000-1048|train
uniandes_dance_017_36|877-925|train
uniandes_dance_017_36|1000-1048|train
uniandes_dance_017_36|2000-2048|train
uniandes_dance_017_38|877-925|train
uniandes_dance_017_38|1000-1048|train
uniandes_dance_017_39|877-925|train
uniandes_dance_017_39|1000-1048|train
uniandes_dance_017_40|877-925|train
uniandes_dance_017_40|1000-1048|train
uniandes_dance_017_41|877-925|train
uniandes_dance_017_41|1000-1048|train
uniandes_dance_017_54|877-925|train
uniandes_dance_017_54|1000-1048|train
uniandes_dance_017_56|877-925|train
uniandes_dance_017_56|1000-1048|train
uniandes_dance_017_57|877-925|train
uniandes_dance_017_57|1000-1048|train
uniandes_dance_017_58|877-925|train
uniandes_dance_017_58|1000-1048|train
uniandes_dance_017_8|877-925|train
uniandes_dance_017_8|1000-1048|train
uniandes_dance_017_9|877-925|train
uniandes_dance_017_9|1000-1048|train
uniandes_dance_019_10|877-925|train
uniandes_dance_019_10|1000-1048|train
uniandes_dance_019_10|2000-2048|train
uniandes_dance_019_13|877-925|train
uniandes_dance_019_13|1000-1048|train
uniandes_dance_019_14|877-925|train
uniandes_dance_019_14|1000-1048|train
uniandes_dance_019_14|2000-2048|train
uniandes_dance_019_15|877-925|train
uniandes_dance_019_15|1000-1048|val
uniandes_dance_019_15|2000-2048|train
uniandes_dance_019_2|877-925|train
uniandes_dance_019_2|1000-1048|train
uniandes_dance_019_4|877-925|train
uniandes_dance_019_4|1000-1048|train
uniandes_dance_019_5|877-925|train
uniandes_dance_019_5|1000-1048|train
uniandes_dance_019_6|877-925|train
uniandes_dance_019_6|1000-1048|val
uniandes_dance_019_7|877-925|train
uniandes_dance_019_7|1000-1048|train
uniandes_dance_019_9|877-925|train
uniandes_dance_019_9|1000-1048|train
uniandes_dance_020_11|877-925|train
uniandes_dance_020_11|1000-1048|train
uniandes_dance_020_13|877-925|train
uniandes_dance_020_13|1000-1048|train
uniandes_dance_020_14|877-925|train
uniandes_dance_020_14|1000-1048|train
uniandes_dance_020_14|2000-2048|train
uniandes_dance_020_15|877-925|train
uniandes_dance_020_15|1000-1048|train
uniandes_dance_020_15|2000-2048|train
uniandes_dance_020_17|877-925|train
uniandes_dance_020_17|1000-1048|train
uniandes_dance_020_17|2000-2048|train
uniandes_dance_020_18|877-925|train
uniandes_dance_020_18|1000-1048|train
uniandes_dance_020_20|877-925|train
uniandes_dance_020_20|1000-1048|train
uniandes_dance_020_21|877-925|train
uniandes_dance_020_21|1000-1048|train
uniandes_dance_020_21|2000-2048|train
uniandes_dance_020_22|877-925|train
uniandes_dance_020_22|1000-1048|train
uniandes_dance_020_22|2000-2048|train
uniandes_dance_020_24|877-925|train
uniandes_dance_020_24|1000-1048|train
uniandes_dance_020_25|877-925|train
uniandes_dance_020_25|1000-1048|train
uniandes_dance_020_26|877-925|train
uniandes_dance_020_26|1000-1048|val
uniandes_dance_020_27|877-925|train
uniandes_dance_020_27|1000-1048|train
uniandes_dance_020_28|877-925|train
uniandes_dance_020_28|1000-1048|train
uniandes_dance_020_3|877-925|train
uniandes_dance_020_3|1000-1048|train
uniandes_dance_020_30|877-925|train
uniandes_dance_020_30|1000-1048|train
uniandes_dance_020_31|877-925|train
uniandes_dance_020_31|1000-1048|train
uniandes_dance_020_32|877-925|train
uniandes_dance_020_32|1000-1048|train
uniandes_dance_020_32|2000-2048|train
uniandes_dance_020_33|877-925|train
uniandes_dance_020_33|1000-1048|train
uniandes_dance_020_34|877-925|train
uniandes_dance_020_34|1000-1048|val
uniandes_dance_020_36|877-925|train
uniandes_dance_020_36|1000-1048|train
uniandes_dance_020_36|2000-2048|train
uniandes_dance_020_36|2451-2499|val
uniandes_dance_020_38|877-925|train
uniandes_dance_020_38|1000-1048|train
uniandes_dance_020_38|2000-2048|train
uniandes_dance_020_40|877-925|train
uniandes_dance_020_40|1000-1048|train
uniandes_dance_020_40|2000-2048|train
uniandes_dance_020_42|877-925|val
uniandes_dance_020_42|1000-1048|train
uniandes_dance_020_42|2000-2048|train
uniandes_dance_020_45|877-925|train
uniandes_dance_020_45|1000-1048|train
uniandes_dance_020_45|2000-2048|train
uniandes_dance_020_48|877-925|val
uniandes_dance_020_48|1000-1048|train
uniandes_dance_020_49|877-925|train
uniandes_dance_020_49|1000-1048|train
uniandes_dance_020_50|877-925|train
uniandes_dance_020_50|1000-1048|train
uniandes_dance_020_51|877-925|train
uniandes_dance_020_51|1000-1048|train
uniandes_dance_020_52|877-925|train
uniandes_dance_020_52|1000-1048|train
uniandes_dance_020_57|877-925|val
uniandes_dance_020_57|1000-1048|train
uniandes_dance_020_57|2000-2048|train
uniandes_dance_020_58|877-925|val
uniandes_dance_020_58|1000-1048|train
uniandes_dance_020_58|2000-2048|train
uniandes_dance_020_59|877-925|val
uniandes_dance_020_59|1000-1048|train
uniandes_dance_020_59|2000-2048|train
uniandes_dance_020_6|877-925|val
uniandes_dance_020_6|1000-1048|train
uniandes_dance_020_61|877-925|train
uniandes_dance_020_61|1000-1048|train
uniandes_dance_020_61|2000-2048|train
uniandes_dance_020_62|877-925|train
uniandes_dance_020_62|1000-1048|val
uniandes_dance_020_62|2000-2048|train
uniandes_dance_020_7|877-925|train
uniandes_dance_020_7|1000-1048|train
uniandes_dance_020_8|877-925|train
uniandes_dance_020_8|1000-1048|train
uniandes_dance_020_8|2000-2048|train
uniandes_dance_021_10|877-925|train
uniandes_dance_021_10|1000-1048|train
uniandes_dance_021_11|877-925|train
uniandes_dance_021_11|1000-1048|train
uniandes_dance_021_12|877-925|train
uniandes_dance_021_12|1000-1048|train
uniandes_dance_021_13|877-925|train
uniandes_dance_021_13|1000-1048|train
uniandes_dance_021_15|877-925|train
uniandes_dance_021_15|1000-1048|train
uniandes_dance_021_17|877-925|train
uniandes_dance_021_17|1000-1048|train
uniandes_dance_021_18|877-925|train
uniandes_dance_021_18|1000-1048|train
uniandes_dance_021_19|877-925|train
uniandes_dance_021_19|1000-1048|train
uniandes_dance_021_19|2000-2048|train
uniandes_dance_021_2|877-925|train
uniandes_dance_021_2|1000-1048|val
uniandes_dance_021_20|877-925|val
uniandes_dance_021_20|1000-1048|train
uniandes_dance_021_20|2000-2048|train
uniandes_dance_021_22|877-925|train
uniandes_dance_021_22|1000-1048|train
uniandes_dance_021_23|877-925|train
uniandes_dance_021_23|1000-1048|train
uniandes_dance_021_25|877-925|val
uniandes_dance_021_25|1000-1048|train
uniandes_dance_021_26|877-925|val
uniandes_dance_021_26|1000-1048|train
uniandes_dance_021_26|2000-2048|train
uniandes_dance_021_27|877-925|train
uniandes_dance_021_27|1000-1048|train
uniandes_dance_021_29|877-925|train
uniandes_dance_021_29|1000-1048|val
uniandes_dance_021_31|877-925|val
uniandes_dance_021_31|1000-1048|train
uniandes_dance_021_32|877-925|train
uniandes_dance_021_32|1000-1048|val
uniandes_dance_021_32|2000-2048|train
uniandes_dance_021_33|877-925|train
uniandes_dance_021_33|1000-1048|train
uniandes_dance_021_33|2000-2048|train
uniandes_dance_021_35|877-925|train
uniandes_dance_021_35|1000-1048|train
uniandes_dance_021_37|877-925|train
uniandes_dance_021_37|1000-1048|train
uniandes_dance_021_38|877-925|train
uniandes_dance_021_38|1000-1048|train
uniandes_dance_021_38|2000-2048|train
uniandes_dance_021_39|877-925|train
uniandes_dance_021_39|1000-1048|train
uniandes_dance_021_39|2000-2048|train
uniandes_dance_021_4|877-925|train
uniandes_dance_021_4|1000-1048|train
uniandes_dance_021_42|877-925|train
uniandes_dance_021_42|1000-1048|train
uniandes_dance_021_44|877-925|train
uniandes_dance_021_44|1000-1048|train
uniandes_dance_021_46|877-925|train
uniandes_dance_021_46|1000-1048|train
uniandes_dance_021_47|877-925|train
uniandes_dance_021_47|1000-1048|train
uniandes_dance_021_49|877-925|train
uniandes_dance_021_49|1000-1048|train
uniandes_dance_021_5|877-925|val
uniandes_dance_021_5|1000-1048|train
uniandes_dance_021_50|877-925|train
uniandes_dance_021_50|1000-1048|val
uniandes_dance_021_51|877-925|train
uniandes_dance_021_51|1000-1048|train
uniandes_dance_021_53|877-925|train
uniandes_dance_021_53|1000-1048|train
uniandes_dance_021_54|877-925|train
uniandes_dance_021_54|1000-1048|train
uniandes_dance_021_55|877-925|val
uniandes_dance_021_55|1000-1048|train
uniandes_dance_021_56|877-925|train
uniandes_dance_021_56|1000-1048|train
uniandes_dance_021_57|877-925|train
uniandes_dance_021_57|1000-1048|train
uniandes_dance_021_6|877-925|train
uniandes_dance_021_6|1000-1048|val
uniandes_dance_021_7|877-925|train
uniandes_dance_021_7|1000-1048|train
uniandes_dance_021_9|877-925|train
uniandes_dance_021_9|1000-1048|train
uniandes_dance_022_10|877-925|train
uniandes_dance_022_10|1000-1048|train
uniandes_dance_022_10|2000-2048|train
uniandes_dance_022_11|877-925|train
uniandes_dance_022_11|1000-1048|train
uniandes_dance_022_11|2000-2048|train
uniandes_dance_022_12|877-925|train
uniandes_dance_022_12|1000-1048|train
uniandes_dance_022_15|877-925|train
uniandes_dance_022_15|1000-1048|val
uniandes_dance_022_15|2000-2048|train
uniandes_dance_022_16|877-925|train
uniandes_dance_022_16|1000-1048|val
